"Dist Code","Year","State Code","State Name","Dist Name","RICE IRRIGATED AREA (1000 ha)","WHEAT IRRIGATED AREA (1000 ha)","KHARIF SORGHUM IRRIGATED AREA (1000 ha)","RABI SORGHUM IRRIGATED AREA (1000 ha)","SORGHUM IRRIGATED AREA (1000 ha)","PEARL MILLET IRRIGATED AREA (1000 ha)","MAIZE IRRIGATED AREA (1000 ha)","FINGER MILLET IRRIGATED AREA (1000 ha)","BARLEY IRRIGATED AREA (1000 ha)","CHICKPEA IRRIGATED AREA (1000 ha)","PIGEONPEA IRRIGATED AREA (1000 ha)","MINOR PULSES IRRIGATED AREA (1000 ha)","PULSES IRRIGATED AREA (1000 ha)","GROUNDNUT IRRIGATED AREA (1000 ha)","SESAMUM IRRIGATED AREA (1000 ha)","LINSEED IRRIGATED AREA (1000 ha)","SUGARCANE IRRIGATED AREA (1000 ha)","COTTON IRRIGATED AREA (1000 ha)","FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha)","FODDER IRRIGATED AREA (1000 ha)"
"1","2011","14","Chhattisgarh","Durg","338.588","28.442","0.0","0.0","0.0","0.0","0.41","0.0","0.1","79.586","0.02","1.014","80.627","0.014","0.03","0.01","8.702","0.08","21.527","-1.0"
"1","2012","14","Chhattisgarh","Durg","346.117","28.287","0.0","0.01","0.01","0.0","0.42","0.0","0.14","91.011","0.0","1.68","92.681","0.014","0.0","0.01","13.036","0.1","22.204","-1.0"
"1","2013","14","Chhattisgarh","Durg","359.045","26.273","0.0","0.0","0.0","0.0","0.62","0.0","0.13","109.006","0.32","0.956","110.29","0.014","0.01","0.014","11.542","0.04","23.253","-1.0"
"1","2014","14","Chhattisgarh","Durg","372.725","28.773","0.0","0.0","0.0","0.0","0.98","0.0","0.11","103.121","0.02","1.536","104.667","0.014","0.02","0.0","14.38","0.03","23.958","-1.0"
"1","2015","14","Chhattisgarh","Durg","361.631","32.704","0.0","0.01","0.01","0.0","2.26","0.0","0.03","106.756","0.0","1.355","108.121","0.194","0.09","0.45","17.041","0.04","27.731","0.169"
"1","2016","14","Chhattisgarh","Durg","396.554","36.094","0.01","0.0","0.02","0.0","0.76","0.0","0.01","112.727","0.03","1.771","114.539","0.021","0.01","0.0","17.503","0.06","28.539","0.049"
"1","2017","14","Chhattisgarh","Durg","352.733","38.694","0.001","0.002","0.003","0.005","1.473","0.0","0.0","171.597","0.042","2.126","173.765","0.067","0.017","0.038","19.82","0.234","28.992","0.039"
"1","2018","14","Chhattisgarh","Durg","416.819","39.464","0.012","0.017","0.029","0.003","3.768","0.0","0.0","170.162","0.102","1.742","172.007","0.038","0.084","0.035","26.769","1.0","34.598","0.049"
"1","2019","14","Chhattisgarh","Durg","437.087","46.479","0.003","0.01","0.013","0.003","3.423","0.005","0.038","161.421","0.095","1.029","162.545","0.015","0.009","0.02","16.858","1.739","25.942","0.103"
"1","2020","14","Chhattisgarh","Durg","507.292","92.099","0.013","0.002","0.015","0.0","2.563","0.0","0.049","134.895","0.152","2.03","137.077","0.016","0.031","0.021","17.36","2.525","27.66","0.104"
"2","2011","14","Chhattisgarh","Bastar","27.09","1.09","0.0","0.0","0.0","0.0","7.37","0.0","0.0","0.1","0.0","0.27","0.38","0.0","0.0","0.0","0.75","0.0","3.89","-1.0"
"2","2012","14","Chhattisgarh","Bastar","28.22","1.07","0.0","0.0","0.0","0.0","8.1","0.0","0.0","0.11","0.0","0.22","0.33","0.0","0.0","0.0","0.54","0.0","3.8","-1.0"
"2","2013","14","Chhattisgarh","Bastar","29.8","0.88","0.0","0.0","0.0","0.0","8.72","0.0","0.0","0.11","0.0","0.27","0.37","0.0","0.0","0.0","0.73","0.0","5.98","-1.0"
"2","2014","14","Chhattisgarh","Bastar","31.07","0.73","0.0","0.0","0.0","0.0","8.93","0.0","0.0","0.13","0.0","0.26","0.39","0.0","0.0","0.0","0.73","0.0","6.05","-1.0"
"2","2015","14","Chhattisgarh","Bastar","32.58","0.74","0.0","0.0","0.0","0.0","8.75","0.0","0.0","0.17","0.0","0.29","0.45","0.0","0.0","0.0","0.78","0.0","6.18","0.0"
"2","2016","14","Chhattisgarh","Bastar","32.19","0.62","0.0","0.0","0.0","0.0","9.23","0.0","0.0","0.11","0.0","0.34","0.45","0.0","0.0","0.01","0.76","0.0","6.21","0.0"
"2","2017","14","Chhattisgarh","Bastar","32.078","1.191","0.0","0.0","0.0","0.0","10.145","0.0","0.0","0.339","0.0","0.378","0.717","0.002","0.0","0.008","0.616","0.0","5.989","0.0"
"2","2018","14","Chhattisgarh","Bastar","43.045","0.938","0.0","0.0","0.0","0.0","10.01","0.0","0.0","0.286","0.0","0.428","0.714","0.0","0.004","0.03","0.525","0.0","6.026","0.0"
"2","2019","14","Chhattisgarh","Bastar","39.02","0.817","0.0","0.0","0.0","0.0","14.523","0.0","0.0","0.258","0.0","0.577","0.835","0.003","0.005","0.083","0.363","0.0","5.323","0.003"
"2","2020","14","Chhattisgarh","Bastar","44.441","0.812","0.0","0.001","0.001","0.0","13.118","0.002","0.0","0.214","0.001","0.665","0.88","0.004","0.0","0.005","0.335","0.0","4.791","0.003"
"3","2011","14","Chhattisgarh","Raipur","514.09","9.0","0.0","0.0","0.0","0.0","1.02","0.0","0.0","6.17","0.0","1.46","7.63","0.59","0.01","0.0","0.25","0.0","11.4","-1.0"
"3","2012","14","Chhattisgarh","Raipur","563.44","8.29","0.09","0.0","0.09","0.0","2.57","0.0","0.0","4.76","0.0","1.26","6.01","0.78","0.04","0.0","0.42","0.0","10.91","-1.0"
"3","2013","14","Chhattisgarh","Raipur","574.31","7.96","0.0","0.0","0.0","0.0","1.13","0.0","0.0","5.11","0.0","1.18","6.29","0.66","0.04","0.0","0.35","0.0","10.86","-1.0"
"3","2014","14","Chhattisgarh","Raipur","585.09","8.47","0.0","0.0","0.0","0.0","2.37","0.0","0.0","4.61","0.0","0.99","5.6","0.54","0.09","0.0","0.39","0.0","11.44","-1.0"
"3","2015","14","Chhattisgarh","Raipur","546.19","9.55","0.0","0.0","0.0","0.0","2.22","0.0","0.0","5.21","0.0","1.07","6.27","1.13","0.07","0.0","0.4","0.0","12.1","0.023"
"3","2016","14","Chhattisgarh","Raipur","586.23","7.76","0.0","0.0","0.0","0.0","1.68","0.0","0.0","3.71","0.0","1.3","5.0","0.59","0.06","0.0","0.34","0.01","12.16","0.046"
"3","2017","14","Chhattisgarh","Raipur","524.374","13.128","0.0","0.0","0.0","0.0","1.463","0.0","0.0","19.676","0.022","1.429","21.127","0.463","0.08","0.031","0.267","0.013","10.68","0.025"
"3","2018","14","Chhattisgarh","Raipur","584.011","11.106","0.001","0.003","0.004","0.0","1.143","0.0","0.0","12.72","0.034","1.739","14.493","0.234","0.017","0.016","0.263","0.012","11.059","0.035"
"3","2019","14","Chhattisgarh","Raipur","597.109","13.062","0.0","0.0","0.0","0.0","0.764","0.0","0.002","8.451","0.033","1.377","9.861","0.126","0.022","0.027","0.261","0.174","10.211","0.048"
"3","2020","14","Chhattisgarh","Raipur","613.456","11.675","0.001","0.001","0.002","0.0","0.615","0.002","0.0","4.861","0.034","0.97","5.865","0.235","0.013","0.024","0.229","0.147","9.922","0.05"
"4","2011","14","Chhattisgarh","Bilaspur","400.592","12.908","0.0","0.0","0.0","0.0","0.01","0.0","0.0","11.014","0.0","0.996","12.003","0.396","0.01","0.0","2.788","0.0","10.323","-1.0"
"4","2012","14","Chhattisgarh","Bilaspur","400.243","12.513","0.0","0.0","0.0","0.0","0.01","0.0","0.0","12.479","0.0","1.18","13.659","0.366","0.0","0.02","3.304","0.0","10.736","-1.0"
"4","2013","14","Chhattisgarh","Bilaspur","378.675","13.057","0.0","0.0","0.0","0.0","0.01","0.0","0.0","12.804","0.0","0.884","13.7","0.386","0.0","0.006","3.738","0.0","10.607","-1.0"
"4","2014","14","Chhattisgarh","Bilaspur","382.425","12.587","0.0","0.0","0.0","0.0","0.02","0.0","0.0","12.689","0.02","0.834","13.533","0.356","0.0","0.0","5.09","0.0","10.312","-1.0"
"4","2015","14","Chhattisgarh","Bilaspur","382.919","12.626","0.0","0.0","0.0","0.0","0.05","0.0","0.0","13.224","0.0","0.905","14.109","0.346","0.01","0.0","5.89","0.0","10.189","0.0"
"4","2016","14","Chhattisgarh","Bilaspur","386.966","11.646","0.0","0.0","0.0","0.0","0.01","0.0","0.0","15.813","0.0","1.059","16.861","0.369","0.01","0.03","6.437","0.0","10.491","0.0"
"4","2017","14","Chhattisgarh","Bilaspur","399.825","13.117","0.0","0.0","0.0","0.0","0.018","0.0","0.0","25.983","0.009","1.004","26.996","0.329","0.0","0.011","7.484","0.0","9.063","0.0"
"4","2018","14","Chhattisgarh","Bilaspur","419.369","13.459","0.001","0.0","0.001","0.0","0.069","0.0","0.0","28.304","0.017","1.036","29.356","0.291","0.006","0.053","9.226","0.0","8.32","0.006"
"4","2019","14","Chhattisgarh","Bilaspur","420.045","13.56","0.0","0.0","0.0","0.0","0.243","0.004","0.0","30.883","0.024","0.891","31.797","0.243","0.003","0.004","5.817","0.0","6.73","0.002"
"4","2020","14","Chhattisgarh","Bilaspur","451.747","13.45","0.0","0.0","0.0","0.0","0.101","0.0","0.001","26.154","0.008","0.882","27.044","0.233","0.007","0.029","5.863","0.025","6.668","0.0"
"5","2011","14","Chhattisgarh","Raigarh","56.85","3.47","0.0","0.0","0.0","0.0","0.06","0.0","0.0","0.12","0.0","2.81","2.94","2.54","0.01","0.0","0.62","0.0","7.39","-1.0"
"5","2012","14","Chhattisgarh","Raigarh","55.99","3.31","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.15","0.0","2.89","3.03","2.54","0.01","0.0","0.55","0.0","7.57","-1.0"
"5","2013","14","Chhattisgarh","Raigarh","53.83","6.54","0.0","0.0","0.0","0.0","0.07","0.0","0.0","0.13","0.0","2.65","2.79","2.53","0.01","0.0","0.59","0.0","7.5","-1.0"
"5","2014","14","Chhattisgarh","Raigarh","58.84","3.51","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.18","0.0","2.69","2.87","2.62","0.01","0.0","0.59","0.0","7.43","-1.0"
"5","2015","14","Chhattisgarh","Raigarh","59.02","3.43","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.12","0.0","2.56","2.69","2.44","0.01","0.0","0.54","0.0","7.34","0.0"
"5","2016","14","Chhattisgarh","Raigarh","60.68","3.78","0.0","0.0","0.0","0.0","0.08","0.0","0.0","0.15","0.0","2.77","2.92","2.37","0.01","0.0","0.54","0.0","8.83","0.0"
"5","2017","14","Chhattisgarh","Raigarh","53.15","3.844","0.0","0.0","0.0","0.0","0.056","0.0","0.0","0.084","0.0","1.558","1.642","1.778","0.01","0.0","0.431","0.0","7.393","0.0"
"5","2018","14","Chhattisgarh","Raigarh","58.498","5.278","0.0","0.0","0.0","0.0","0.072","0.0","0.0","0.085","0.001","1.779","1.865","1.383","0.008","0.002","0.327","0.0","6.687","0.0"
"5","2019","14","Chhattisgarh","Raigarh","56.016","7.953","0.0","0.0","0.0","0.0","0.193","0.0","0.0","0.127","0.0","1.923","2.05","1.072","0.004","0.043","0.252","0.0","6.845","0.0"
"5","2020","14","Chhattisgarh","Raigarh","53.464","6.527","0.0","0.0","0.0","0.0","0.203","0.039","0.0","0.06","0.003","1.537","1.6","0.0","0.01","0.0","0.256","0.0","5.993","0.0"
"6","2011","14","Chhattisgarh","Surguja","10.41","23.19","0.0","0.0","0.0","0.0","0.15","0.0","0.01","0.03","0.0","1.02","1.04","0.0","0.0","0.01","3.82","0.0","15.09","-1.0"
"6","2012","14","Chhattisgarh","Surguja","10.82","23.24","0.0","0.0","0.0","0.0","0.18","0.0","0.01","0.04","0.0","1.17","1.2","0.01","0.0","0.01","4.54","0.0","16.12","-1.0"
"6","2013","14","Chhattisgarh","Surguja","11.14","24.76","0.0","0.0","0.0","0.0","0.23","0.0","0.01","0.06","0.0","0.88","0.94","0.01","0.0","0.01","6.39","0.0","16.96","-1.0"
"6","2014","14","Chhattisgarh","Surguja","11.87","24.24","0.0","0.0","0.0","0.0","0.13","0.0","0.01","0.05","0.0","0.59","0.64","0.02","0.0","0.01","7.53","0.0","17.32","-1.0"
"6","2015","14","Chhattisgarh","Surguja","9.94","22.33","0.0","0.01","0.01","0.0","0.2","0.0","0.0","0.03","0.0","0.66","0.69","0.01","0.0","0.01","5.14","0.0","17.39","0.0"
"6","2016","14","Chhattisgarh","Surguja","9.37","22.03","0.0","0.0","0.0","0.0","0.31","0.0","0.0","0.03","0.0","0.74","0.76","0.06","0.0","0.0","4.59","0.0","17.6","0.0"
"6","2017","14","Chhattisgarh","Surguja","10.204","21.71","0.0","0.0","0.0","0.0","0.28","0.0","0.023","0.024","0.0","0.829","0.853","0.024","0.0","0.01","5.996","0.0","17.038","0.0"
"6","2018","14","Chhattisgarh","Surguja","10.683","21.548","0.0","0.0","0.0","0.0","0.374","0.0","0.003","0.041","0.0","0.918","0.959","0.042","0.0","0.006","5.966","0.0","17.217","0.0"
"6","2019","14","Chhattisgarh","Surguja","8.332","23.662","0.0","0.0","0.0","0.0","0.592","0.0","0.022","0.21","0.0","1.087","1.297","0.041","0.0","0.028","7.468","0.0","16.641","0.0"
"6","2020","14","Chhattisgarh","Surguja","5.561","22.682","0.0","0.0","0.0","0.0","0.356","0.0","0.02","0.064","0.0","1.119","1.183","0.048","0.0","0.013","7.976","0.0","15.833","0.0"
"7","2011","6","Madhya Pradesh","Jabalpur","21.46","158.43","0.0","0.0","0.0","0.0","0.19","0.0","0.23","49.89","0.0","29.45","79.33","0.11","0.0","0.06","0.97","0.0","17.62","-1.0"
"7","2012","6","Madhya Pradesh","Jabalpur","46.7","180.3","0.02","0.0","0.02","0.0","0.06","0.0","0.24","54.96","0.0","10.26","65.23","0.0","0.0","0.06","1.13","0.0","22.23","-1.0"
"7","2013","6","Madhya Pradesh","Jabalpur","45.11","204.71","0.0","0.0","0.0","0.0","0.1","0.0","0.25","61.29","0.0","20.13","81.42","0.0","0.0","0.0","1.51","0.0","19.93","-1.0"
"7","2014","6","Madhya Pradesh","Jabalpur","57.2","228.05","0.01","0.0","0.01","0.0","0.02","0.0","0.22","55.54","0.0","25.36","80.91","0.0","0.0","0.01","2.17","0.0","17.02","-1.0"
"7","2015","6","Madhya Pradesh","Jabalpur","68.11","226.5","0.02","0.01","0.03","0.0","0.01","0.0","0.2","44.58","0.0","21.57","66.15","0.0","0.0","0.01","2.62","0.0","17.03","0.325"
"7","2016","6","Madhya Pradesh","Jabalpur","88.36","225.52","0.0","0.01","0.01","0.0","0.12","0.0","0.21","49.62","0.0","38.59","88.21","0.0","0.0","0.02","2.94","0.0","16.1","0.338"
"7","2017","6","Madhya Pradesh","Jabalpur","122.26","258.57","0.0","0.0","0.0","0.0","0.11","0.0","0.15","54.83","0.02","38.69","93.54","0.0","0.0","0.0","3.49","0.0","14.95","0.362"
"7","2018","6","Madhya Pradesh","Jabalpur","178.825","350.358","0.0","0.0","0.0","0.0","0.348","0.0","0.045","34.75","0.0","5.732","40.482","0.0","0.011","0.002","1.871","0.0","8.988","0.258"
"7","2019","6","Madhya Pradesh","Jabalpur","195.284","367.794","0.007","0.0","0.007","0.0","0.83","0.0","0.045","31.387","0.039","41.016","72.442","0.0","0.016","0.0","2.172","0.0","8.76","0.298"
"7","2020","6","Madhya Pradesh","Jabalpur","309.478","406.39","0.072","0.004","0.076","0.005","13.674","0.0","0.029","35.896","3.952","90.302","130.15","0.036","0.539","0.025","1.91","0.008","3.278","0.476"
"8","2011","6","Madhya Pradesh","Balaghat","141.89","11.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.18","0.0","0.41","0.58","0.74","0.01","0.0","1.65","0.0","1.66","0.094"
"8","2012","6","Madhya Pradesh","Balaghat","145.87","12.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.58","0.0","0.36","0.94","0.68","0.0","0.0","1.6","0.0","1.85","0.178"
"8","2013","6","Madhya Pradesh","Balaghat","144.57","12.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.62","0.0","0.39","1.0","0.61","0.0","0.0","1.85","0.0","1.81","0.177"
"8","2014","6","Madhya Pradesh","Balaghat","151.85","9.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.77","0.0","0.39","1.16","0.51","0.05","0.0","1.35","0.0","2.24","0.191"
"8","2015","6","Madhya Pradesh","Balaghat","156.92","8.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.26","0.0","0.58","1.84","0.4","0.0","0.0","1.67","0.0","2.33","0.164"
"8","2016","6","Madhya Pradesh","Balaghat","159.27","10.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.36","0.0","0.68","2.04","0.39","0.0","0.0","1.77","0.0","2.27","0.182"
"8","2017","6","Madhya Pradesh","Balaghat","150.87","10.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.68","0.0","0.54","3.23","0.34","0.0","0.0","2.36","0.0","2.24","0.154"
"8","2018","6","Madhya Pradesh","Balaghat","151.354","13.715","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.211","0.0","0.673","2.884","0.341","0.0","0.0","2.255","0.0","2.351","0.165"
"8","2019","6","Madhya Pradesh","Balaghat","168.912","58.741","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.592","0.0","1.55","27.142","0.132","0.0","0.947","1.927","0.0","1.474","0.045"
"8","2020","6","Madhya Pradesh","Balaghat","227.973","64.815","0.0","0.002","0.002","0.0","0.03","0.0","0.0","23.315","0.246","1.528","25.089","0.041","0.011","2.551","5.149","0.0","0.477","0.027"
"9","2011","6","Madhya Pradesh","Chhindwara","0.0","113.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.44","0.15","6.22","26.8","0.16","0.0","0.1","11.89","1.74","25.77","0.024"
"9","2012","6","Madhya Pradesh","Chhindwara","0.0","126.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.76","0.14","6.28","27.18","0.34","0.0","0.11","12.44","1.43","27.01","0.15"
"9","2013","6","Madhya Pradesh","Chhindwara","0.0","133.24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.01","0.29","6.51","29.8","0.41","0.0","0.06","12.88","1.66","30.88","0.245"
"9","2014","6","Madhya Pradesh","Chhindwara","0.04","138.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.84","0.28","6.66","29.78","0.47","0.0","0.04","13.23","2.75","29.02","0.235"
"9","2015","6","Madhya Pradesh","Chhindwara","0.04","138.73","0.0","0.0","0.0","0.0","0.16","0.0","0.0","22.84","0.28","6.66","29.78","0.47","0.0","0.04","12.51","2.75","29.02","0.235"
"9","2016","6","Madhya Pradesh","Chhindwara","0.15","136.87","0.0","0.0","0.0","0.0","0.04","0.0","0.0","21.97","0.67","6.53","29.16","0.52","0.0","0.03","7.94","3.71","31.04","0.265"
"9","2017","6","Madhya Pradesh","Chhindwara","0.21","167.17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.48","0.69","5.93","29.1","0.28","0.0","0.07","7.14","4.64","27.55","0.121"
"9","2018","6","Madhya Pradesh","Chhindwara","0.412","161.358","0.0","0.0","0.0","0.0","0.042","0.0","0.0","19.198","0.762","5.051","25.011","0.207","0.001","0.033","7.323","6.365","21.0","0.168"
"9","2019","6","Madhya Pradesh","Chhindwara","0.009","245.13","0.0","0.001","0.001","0.0","0.046","0.0","0.0","21.237","0.073","5.717","27.027","0.056","0.0","0.008","4.252","0.363","14.869","0.0"
"9","2020","6","Madhya Pradesh","Chhindwara","0.238","290.007","0.014","0.001","0.015","0.0","1.858","0.0","0.0","26.385","0.444","6.302","33.131","0.559","0.001","0.027","9.506","53.169","11.25","0.046"
"10","2011","6","Madhya Pradesh","Narsinghpur","4.44","76.92","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65.05","0.0","15.95","81.0","0.0","0.0","0.0","33.43","0.0","3.19","0.417"
"10","2012","6","Madhya Pradesh","Narsinghpur","4.72","81.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","72.77","0.0","19.0","91.77","0.0","0.0","0.0","29.04","0.0","3.9","0.518"
"10","2013","6","Madhya Pradesh","Narsinghpur","10.02","92.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.61","0.0","29.88","104.49","0.0","0.0","0.01","40.96","0.0","5.91","0.265"
"10","2014","6","Madhya Pradesh","Narsinghpur","16.73","104.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.37","0.0","33.26","97.64","0.0","0.0","0.0","55.37","0.0","5.67","0.579"
"10","2015","6","Madhya Pradesh","Narsinghpur","27.38","104.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.45","0.0","45.74","110.19","0.0","0.0","0.0","63.28","0.0","5.69","0.329"
"10","2016","6","Madhya Pradesh","Narsinghpur","28.54","101.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65.34","0.0","36.86","102.2","0.0","0.0","0.0","58.06","0.0","5.79","0.694"
"10","2017","6","Madhya Pradesh","Narsinghpur","27.63","95.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.86","0.0","25.37","109.23","0.0","0.0","0.0","58.68","0.0","4.29","0.72"
"10","2018","6","Madhya Pradesh","Narsinghpur","52.665","117.762","0.0","0.0","0.0","0.0","0.004","0.0","0.0","75.795","0.0","21.607","97.402","0.001","0.0","0.006","66.777","0.0","2.718","0.351"
"10","2019","6","Madhya Pradesh","Narsinghpur","60.477","143.09","0.0","0.0","0.0","0.0","0.051","0.0","0.0","68.62","0.008","31.946","100.574","0.0","0.0","0.011","68.533","0.0","2.748","0.153"
"10","2020","6","Madhya Pradesh","Narsinghpur","60.477","152.723","0.055","0.0","0.055","0.0","1.817","0.0","0.0","76.831","3.595","41.822","122.248","0.065","0.042","0.006","130.948","0.023","0.772","0.058"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","29.69","83.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.09","0.0","5.35","21.44","0.06","0.0","0.1","1.4","0.0","3.84","0.054"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","35.73","96.74","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.43","0.0","5.3","21.73","0.23","0.0","0.04","1.23","0.0","4.62","0.081"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","44.59","115.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.4","0.0","4.51","20.91","0.15","0.0","0.05","1.08","0.0","5.06","0.061"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","50.41","124.48","0.0","0.0","0.0","0.0","0.09","0.0","0.0","14.99","0.0","4.71","19.7","0.33","0.0","0.09","1.11","0.0","5.42","0.038"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","44.69","118.6","0.0","0.0","0.0","0.0","0.25","0.0","0.0","15.39","0.0","4.38","19.77","0.16","0.0","0.06","0.9","0.0","5.35","0.0"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","46.02","126.76","0.0","0.0","0.0","0.0","0.28","0.0","0.0","14.79","0.0","4.11","18.9","0.19","0.0","0.08","0.92","0.0","5.72","0.012"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","39.02","143.98","0.0","0.0","0.0","0.0","0.35","0.0","0.0","15.57","0.0","4.22","19.78","0.02","0.1","0.02","0.88","0.0","4.93","0.009"
"11","2018","6","Madhya Pradesh","Seoni / Shivani","38.35","164.142","0.0","0.0","0.0","0.0","2.163","0.0","0.0","17.338","0.0","5.304","22.642","0.034","0.001","0.064","0.428","0.0","3.401","0.022"
"11","2019","6","Madhya Pradesh","Seoni / Shivani","34.205","220.413","0.0","0.0","0.0","0.0","2.259","0.0","0.0","13.863","0.0","4.225","18.088","0.019","0.0","0.039","0.476","0.0","2.48","0.0"
"11","2020","6","Madhya Pradesh","Seoni / Shivani","34.205","265.579","0.0","0.0","0.0","0.0","3.597","0.0","0.0","14.466","0.081","3.828","18.375","0.043","0.007","0.101","0.795","0.132","0.659","0.003"
"12","2011","6","Madhya Pradesh","Mandla","7.79","17.41","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.34","0.0","0.19","0.53","0.0","0.0","0.0","3.08","0.0","2.33","-1.0"
"12","2012","6","Madhya Pradesh","Mandla","10.83","20.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.53","0.0","0.15","0.68","0.0","0.0","0.01","3.13","0.0","2.32","-1.0"
"12","2013","6","Madhya Pradesh","Mandla","14.63","23.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.39","0.0","0.17","0.56","0.0","0.0","0.0","3.19","0.0","2.43","-1.0"
"12","2014","6","Madhya Pradesh","Mandla","18.51","26.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.0","0.38","0.71","0.0","0.0","0.0","3.12","0.0","2.42","-1.0"
"12","2015","6","Madhya Pradesh","Mandla","18.81","27.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.29","0.0","0.39","0.7","0.0","0.0","0.0","2.92","0.0","2.35","0.003"
"12","2016","6","Madhya Pradesh","Mandla","20.02","28.97","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.36","0.0","0.15","0.51","0.0","0.0","0.02","3.02","0.0","2.54","0.008"
"12","2017","6","Madhya Pradesh","Mandla","23.61","30.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.59","0.0","0.45","1.04","0.0","0.0","0.01","2.81","0.0","2.02","0.009"
"12","2018","6","Madhya Pradesh","Mandla","25.027","38.807","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.651","0.0","0.515","1.166","0.0","0.0","0.0","2.741","0.0","1.6","0.013"
"12","2019","6","Madhya Pradesh","Mandla","29.798","54.005","0.001","0.0","0.001","0.0","0.015","0.0","0.0","0.643","0.0","0.531","1.174","0.0","0.0","0.003","1.416","0.0","1.975","0.002"
"12","2020","6","Madhya Pradesh","Mandla","37.735","71.047","0.0","0.0","0.0","0.0","0.485","0.0","0.0","1.551","0.115","3.493","5.159","0.0","0.009","0.063","2.376","0.004","0.379","0.003"
"13","2011","6","Madhya Pradesh","Sagar","0.0","155.7","0.0","0.0","0.0","0.0","0.0","0.0","0.28","88.25","0.0","20.82","109.06","0.0","0.0","0.08","0.57","0.0","9.05","0.0"
"13","2012","6","Madhya Pradesh","Sagar","0.0","175.57","0.0","0.0","0.0","0.0","0.0","0.0","0.43","89.58","0.0","19.02","108.6","0.0","0.0","0.13","0.5","0.0","11.1","0.0"
"13","2013","6","Madhya Pradesh","Sagar","0.0","193.31","0.0","0.0","0.0","0.0","0.0","0.0","0.33","105.39","0.0","21.51","126.9","0.0","0.0","0.17","0.48","0.0","10.84","0.0"
"13","2014","6","Madhya Pradesh","Sagar","0.0","245.02","0.0","0.0","0.0","0.0","0.0","0.0","0.57","86.98","0.0","21.1","108.08","0.0","0.0","0.1","0.47","0.0","11.04","0.0"
"13","2015","6","Madhya Pradesh","Sagar","0.0","211.96","0.0","0.0","0.0","0.0","0.0","0.0","0.52","88.48","0.0","22.7","111.18","0.0","0.0","0.1","0.47","0.0","11.79","0.0"
"13","2016","6","Madhya Pradesh","Sagar","0.0","218.84","0.0","0.0","0.0","0.0","0.0","0.0","1.76","86.63","0.0","27.78","114.42","0.0","0.0","0.18","0.42","0.0","12.16","0.0"
"13","2017","6","Madhya Pradesh","Sagar","0.0","230.22","0.01","0.0","0.01","0.0","0.0","0.0","0.76","108.34","0.0","42.7","151.05","0.0","0.0","0.16","0.29","0.0","8.88","0.0"
"13","2018","6","Madhya Pradesh","Sagar","0.0","238.248","0.008","0.0","0.008","0.0","0.0","0.0","0.752","111.173","0.0","41.902","153.075","0.0","0.0","0.098","0.313","0.0","10.233","0.0"
